Program,Solarize CT, Date of Application,Completed,Electric Utility,County,Municipality, Zip Code,Contractor,System Owner,System Financing,System Size (kW STC),Total System Costs,Total Incentive  Approved, Estimated Annual Production  (kWh) 
EPBB,No,8/26/2015,1/13/2016,Eversource Energy,Middlesex,Middletown,06457,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,5.94,"$23,760.00","$2,837.00"," 6,764 "
PBI,No,8/26/2015,10/15/2015,Eversource Energy,Hartford,Canton,06019,Sungevity,Sunrun,Lease,8.75,"$32,200.00","$3,951.30"," 9,965 "
PBI,No,8/26/2015,9/25/2015,Eversource Energy,Windham,Woodstock,06281,Sungevity,Sunrun,Lease,10.50,"$39,165.00","$4,038.53"," 11,957 "
PBI,No,8/26/2015,10/27/2015,Eversource Energy,Litchfield,Plymouth,06782,SolarCity,SolarCity,PPA,6.76,"$35,490.00","$2,732.03"," 7,698 "
EPBB,No,8/26/2015,12/3/2015,Eversource Energy,New Haven,Oxford,06478,Skyline Solar,Does Not Apply,Other Homeowner Purchase,7.00,"$24,990.00","$3,398.00"," 7,972 "
PBI,No,8/26/2015,10/28/2015,Eversource Energy,New Haven,Waterbury,06708,SolarCity,SolarCity,PPA,5.98,"$31,395.00","$2,330.05"," 6,810 "
PBI,No,8/26/2015,9/3/2015,Eversource Energy,Hartford,New Britain,06051,Sungevity,Sunrun,Lease,6.25,"$23,312.50","$2,670.98"," 7,118 "
PBI,No,8/26/2015,12/7/2015,Eversource Energy,New Haven,Waterbury,06704,SolarCity,SolarCity,PPA,8.84,"$46,410.00","$3,554.62"," 10,067 "
PBI,No,8/26/2015,9/2/2015,Eversource Energy,Tolland,Mansfield,06268,Sungevity,Sunrun,Lease,12.25,"$45,692.50","$4,614.81"," 13,950 "
PBI,No,8/26/2015,11/4/2015,Eversource Energy,Fairfield,Monroe,06468,Sungevity,Sunrun,Lease,12.00,"$44,760.00","$4,186.17"," 13,666 "
PBI,No,8/26/2015,12/11/2015,Eversource Energy,Hartford,Avon,06001,SolarCity,SolarCity,PPA,12.74,"$66,885.00","$3,867.27"," 14,508 "
PBI,No,8/26/2015,11/13/2015,Eversource Energy,Litchfield,Watertown,06795,SolarCity,SolarCity,PPA,3.64,"$19,110.00","$1,384.88"," 4,145 "
PBI,No,8/26/2015,12/9/2015,Eversource Energy,Middlesex,Middletown,06457,SolarCity,SolarCity,PPA,3.90,"$20,475.00","$1,438.94"," 4,441 "
EPBB,No,8/26/2015,11/9/2015,Eversource Energy,Tolland,Coventry,06238,Earthlight Technologies,Does Not Apply,Other Homeowner Purchase,6.21,"$29,497.50","$2,957.00"," 7,072 "
EPBB,No,8/26/2015,4/13/2016,Eversource Energy,Tolland,Mansfield,06268,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,12.32,"$43,120.00","$4,234.00"," 14,030 "
EPBB,No,8/26/2015,2/18/2016,Eversource Energy,New Haven,Woodbridge,06525,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,20.74,"$77,049.91","$8,931.00"," 23,619 "
PBI,No,8/27/2015,10/19/2015,Eversource Energy,Windham,Putnam,06260,SolarCity,SolarCity,PPA,10.92,"$57,330.00","$3,303.17"," 12,436 "
PBI,No,8/27/2015,4/5/2016,United Illuminating,Fairfield,Stratford,06614,Direct Energy Solar,CT Solar Lease II,CT Solar Lease,6.89,"$26,216.00","$3,179.52"," 7,846 "
EPBB,No,8/27/2015,9/29/2015,Eversource Energy,Litchfield,Plymouth,06782,SolarCity,Does Not Apply,Other Homeowner Purchase,7.28,"$38,220.00","$3,580.00"," 8,290 "
EPBB,No,8/27/2015,10/15/2015,Eversource Energy,Fairfield,Greenwich,06831,Sun-Wind Solutions,Does Not Apply,Other Homeowner Purchase,10.36,"$37,100.00","$5,013.00"," 11,798 "
EPBB,No,8/27/2015,9/25/2015,Eversource Energy,Litchfield,Bethlehem,06751,SolarCity,Does Not Apply,Other Homeowner Purchase,8.06,"$42,315.00","$3,964.00"," 9,179 "
PBI,No,8/27/2015,10/27/2015,Eversource Energy,New London,Ledyard,06339,SolarCity,SolarCity,PPA,15.34,"$80,535.00","$5,442.49"," 17,469 "
PBI,No,8/27/2015,2/19/2016,Eversource Energy,New London,East Lyme,06333,SolarCity,SolarCity,PPA,8.16,"$42,840.00","$3,261.06"," 9,293 "
PBI,No,8/27/2015,11/3/2015,Eversource Energy,Hartford,Burlington,06013,SolarCity,SolarCity,PPA,3.64,"$19,110.00","$1,598.76"," 4,145 "
PBI,No,8/27/2015,6/7/2016,United Illuminating,New Haven,Woodbridge,06525,Aegis Electrical Systems,CT Solar Lease II,CT Solar Lease,10.64,"$45,113.60","$3,615.68"," 12,117 "
PBI,No,8/27/2015,1/18/2016,Eversource Energy,Hartford,Windsor,06006,C-TEC Solar,CT Solar Lease II,CT Solar Lease,5.99,"$25,039.25","$2,426.11"," 6,816 "
PBI,No,8/27/2015,12/9/2015,Eversource Energy,Hartford,Enfield,06082,C-TEC Solar,CT Solar Lease II,CT Solar Lease,7.20,"$31,072.00","$2,816.13"," 8,199 "
PBI,No,8/27/2015,11/17/2015,Eversource Energy,Hartford,Glastonbury,06033,C-TEC Solar,CT Solar Lease II,CT Solar Lease,10.92,"$45,858.40","$4,281.60"," 12,436 "
PBI,No,8/27/2015,1/22/2016,Eversource Energy,New Haven,Waterbury,06704,SolarCity,SolarCity,PPA,8.32,"$43,680.00","$2,889.43"," 9,475 "
EPBB,No,8/27/2015,1/13/2016,Eversource Energy,Windham,Woodstock,06281,Summer Hill Solar,Does Not Apply,Smart-E Loan,5.20,"$15,950.00","$1,800.00"," 5,922 "
PBI,No,8/28/2015,11/5/2015,Eversource Energy,Fairfield,Sherman,06784,SolarCity,SolarCity,PPA,4.16,"$21,840.00","$1,488.51"," 4,737 "
PBI,No,8/28/2015,1/21/2016,Eversource Energy,Hartford,Plainville,06062,PosiGen,PosiGen,Lease,8.00,"$36,790.00","$2,433.13"," 9,110 "
PBI,Yes,8/28/2015,2/25/2016,United Illuminating,Fairfield,Stratford,06497,Encon,CT Solar Lease II,CT Solar Lease,4.27,"$18,958.80","$2,057.34"," 4,863 "
PBI,No,8/28/2015,9/16/2015,Eversource Energy,New Haven,Madison,06443,Sungevity,Sunrun,Lease,11.75,"$43,827.50","$3,895.13"," 13,381 "
PBI,No,8/28/2015,12/4/2015,Eversource Energy,New Haven,Meriden,06450,SolarCity,SolarCity,PPA,3.12,"$16,380.00","$1,087.29"," 3,553 "
PBI,No,8/28/2015,4/15/2016,Eversource Energy,New Haven,Oxford,06478,SolarCity,SolarCity,PPA,4.94,"$25,935.00","$1,825.20"," 5,626 "
PBI,No,8/28/2015,3/23/2016,Eversource Energy,New London,Sprague,06330,SolarCity,SolarCity,PPA,8.32,"$43,680.00","$2,282.74"," 9,475 "
PBI,No,8/28/2015,1/21/2016,United Illuminating,Fairfield,Trumbull,06611,SolarCity,SolarCity,PPA,8.58,"$45,045.00","$2,183.22"," 9,771 "
PBI,No,8/28/2015,11/30/2015,Eversource Energy,Fairfield,Bethel,06801,SolarCity,SolarCity,PPA,6.76,"$35,490.00","$2,476.01"," 7,698 "
PBI,No,8/28/2015,12/17/2015,United Illuminating,New Haven,West Haven,06516,C-TEC Solar,CT Solar Lease II,CT Solar Lease,9.00,"$38,760.67","$3,007.21"," 10,249 "
PBI,Yes,8/28/2015,1/22/2016,United Illuminating,Fairfield,Stratford,06497,Encon,CT Solar Lease II,CT Solar Lease,5.40,"$20,736.00","$1,755.43"," 6,150 "
PBI,No,8/28/2015,1/5/2016,Eversource Energy,Litchfield,Torrington,06790,Trinity Solar,CT Solar Lease II,CT Solar Lease,9.36,"$37,040.00","$3,631.50"," 10,659 "
PBI,Yes,8/28/2015,2/26/2016,United Illuminating,Fairfield,Stratford,06614,Encon,CT Solar Lease II,CT Solar Lease,6.71,"$25,766.00","$2,419.69"," 7,641 "
PBI,Yes,8/28/2015,3/3/2016,United Illuminating,Fairfield,Stratford,06614,Encon,CT Solar Lease II,CT Solar Lease,6.10,"$23,424.00","$2,474.44"," 6,947 "
PBI,No,8/31/2015,12/9/2015,Eversource Energy,Hartford,Wethersfield,06109,SolarCity,SolarCity,PPA,11.96,"$62,790.00","$3,687.82"," 13,620 "
PBI,No,8/31/2015,11/19/2015,Eversource Energy,New Haven,Waterbury,06708,SolarCity,SolarCity,PPA,14.82,"$77,805.00","$4,006.80"," 16,877 "
PBI,No,8/31/2015,12/11/2015,Eversource Energy,New London,Stonington,06355,SolarCity,SolarCity,PPA,10.40,"$46,410.00","$3,511.19"," 11,844 "
PBI,No,8/31/2015,12/23/2015,Eversource Energy,Middlesex,Chester,06412,SolarCity,SolarCity,PPA,7.28,"$38,220.00","$2,223.56"," 8,290 "
PBI,No,8/31/2015,12/14/2015,Eversource Energy,Middlesex,Middletown,06457,SolarCity,SolarCity,PPA,9.62,"$50,505.00","$3,285.58"," 10,955 "
PBI,No,8/31/2015,11/30/2015,Eversource Energy,Hartford,Manchester,06040,SolarCity,SolarCity,PPA,7.28,"$38,220.00","$2,403.05"," 8,290 "
PBI,No,8/31/2015,12/15/2015,Eversource Energy,Hartford,New Britain,06052,SolarCity,SolarCity,PPA,4.42,"$23,205.00","$1,283.47"," 5,033 "
PBI,No,8/31/2015,10/7/2015,Eversource Energy,Hartford,New Britain,06053,SolarCity,SolarCity,PPA,7.02,"$36,855.00","$2,097.47"," 7,994 "
PBI,No,8/31/2015,6/16/2016,Eversource Energy,Middlesex,Chester,06412,SolarCity,SolarCity,PPA,3.12,"$16,380.00","$1,131.14"," 3,553 "
PBI,No,8/31/2015,12/7/2015,Eversource Energy,Windham,Putnam,06260,RGS Energy,CT Solar Lease II,CT Solar Lease,10.97,"$42,735.00","$3,314.03"," 12,487 "
PBI,No,8/31/2015,12/29/2015,Eversource Energy,Hartford,Wethersfield,06109,Direct Energy Solar,CT Solar Lease II,CT Solar Lease,10.07,"$36,259.00","$3,453.25"," 11,468 "
PBI,No,8/31/2015,11/5/2015,United Illuminating,Fairfield,Bridgeport,06601,Sunlight Solar Energy,CT Solar Lease II,CT Solar Lease,7.50,"$29,550.00","$2,787.37"," 8,541 "
PBI,No,8/31/2015,10/29/2015,Eversource Energy,Hartford,East Hartford,06118,RGS Energy,CT Solar Lease II,CT Solar Lease,5.87,"$24,621.84","$2,300.99"," 6,679 "
PBI,No,8/31/2015,1/4/2016,Eversource Energy,Middlesex,Old Saybrook,06475,Direct Energy Solar,CT Solar Lease II,CT Solar Lease,6.63,"$26,162.50","$2,318.27"," 7,545 "
PBI,No,8/31/2015,10/28/2015,Eversource Energy,New London,Salem,06420,RGS Energy,CT Solar Lease II,CT Solar Lease,8.12,"$35,665.45","$3,045.92"," 9,247 "
PBI,No,8/31/2015,12/11/2015,Eversource Energy,New Haven,Guilford,06437,RGS Energy,CT Solar Lease II,CT Solar Lease,6.63,"$27,508.00","$2,604.31"," 7,550 "
PBI,No,8/31/2015,2/3/2016,United Illuminating,New Haven,North Haven,06473,Trinity Solar,CT Solar Lease II,CT Solar Lease,10.92,"$39,327.00","$3,439.15"," 12,436 "
PBI,No,8/31/2015,11/30/2015,Eversource Energy,Tolland,Hebron,06231,RGS Energy,CT Solar Lease II,CT Solar Lease,7.65,"$28,792.79","$2,458.73"," 8,712 "
PBI,No,8/31/2015,2/1/2016,United Illuminating,Fairfield,Trumbull,06611,Trinity Solar,CT Solar Lease II,CT Solar Lease,7.02,"$28,080.00","$2,140.34"," 7,994 "
PBI,Yes,8/31/2015,2/17/2016,United Illuminating,Fairfield,Stratford,06614,Encon,CT Solar Lease II,CT Solar Lease,3.25,"$12,967.50","$1,186.49"," 3,701 "
PBI,No,8/31/2015,1/25/2016,Eversource Energy,Hartford,Glastonbury,06033,Trinity Solar,CT Solar Lease II,CT Solar Lease,5.46,"$21,200.00","$2,252.34"," 6,218 "
PBI,No,8/31/2015,2/24/2016,United Illuminating,New Haven,Hamden,06511,Boston Solar,CT Solar Lease II,CT Solar Lease,5.04,"$19,857.60","$1,760.89"," 5,740 "
PBI,No,8/31/2015,2/10/2016,Eversource Energy,Hartford,South Windsor,06074,RGS Energy,CT Solar Lease II,CT Solar Lease,7.91,"$33,646.00","$2,938.73"," 9,002 "
EPBB,No,8/31/2015,10/22/2015,Eversource Energy,Litchfield,Washington,06793,CT Solar Power,Does Not Apply,Other Homeowner Purchase,6.72,"$23,625.00","$3,203.00"," 7,653 "
PBI,No,8/31/2015,10/20/2015,Eversource Energy,Windham,Woodstock,06281,Earthlight Technologies,CT Solar Lease II,CT Solar Lease,10.01,"$42,378.00","$4,186.35"," 11,394 "
PBI,No,9/1/2015,4/25/2016,Eversource Energy,Fairfield,New Canaan,06840,SolarCity,SolarCity,PPA,11.96,"$49,140.00","$2,829.92"," 13,620 "
PBI,No,9/1/2015,12/17/2015,Eversource Energy,Middlesex,Chester,06412,SolarCity,SolarCity,PPA,5.20,"$27,300.00","$1,438.61"," 5,922 "
PBI,No,9/1/2015,12/7/2015,Eversource Energy,Fairfield,Sherman,06784,SolarCity,SolarCity,PPA,10.14,"$53,235.00","$3,843.61"," 11,547 "
PBI,No,9/1/2015,1/13/2016,Eversource Energy,Middlesex,Chester,06412,SolarCity,SolarCity,PPA,14.82,"$77,805.00","$4,689.68"," 16,877 "
PBI,No,9/1/2015,10/14/2015,Eversource Energy,Hartford,Bristol,06010,SolarCity,SolarCity,PPA,8.84,"$46,410.00","$2,513.81"," 10,067 "
PBI,No,9/1/2015,10/21/2015,Eversource Energy,Middlesex,Middletown,06457,SolarCity,SolarCity,PPA,11.22,"$58,905.00","$3,464.75"," 12,777 "
PBI,No,9/1/2015,10/30/2015,Eversource Energy,Middlesex,East Haddam,06469,SolarCity,SolarCity,PPA,4.16,"$21,840.00","$1,304.26"," 4,737 "
EPBB,No,9/1/2015,11/4/2015,Eversource Energy,New Haven,Waterbury,06706,SolarCity,SolarCity,Other Homeowner Purchase,9.62,"$51,082.20","$4,725.00"," 10,955 "
PBI,No,9/1/2015,1/14/2016,United Illuminating,New Haven,Milford,06460,SolarCity,SolarCity,PPA,2.39,"$12,521.25",$865.89," 2,716 "
PBI,No,9/2/2015,10/2/2015,Eversource Energy,Middlesex,Middletown,06457,Sunrun,Sunrun,Lease,8.80,"$19,363.00","$2,935.82"," 10,021 "
PBI,No,9/2/2015,10/22/2015,Eversource Energy,Hartford,New Britain,06051,Sunrun,Sunrun,Lease,3.85,"$10,969.00","$1,130.17"," 4,384 "
PBI,No,9/2/2015,10/15/2015,Eversource Energy,New Haven,Waterbury,06704,Sunrun,Sunrun,Lease,7.98,"$19,343.00","$1,686.64"," 9,082 "
PBI,No,9/2/2015,1/13/2016,Eversource Energy,Litchfield,Litchfield,06759,Sunrun,Sunrun,Lease,2.48,"$8,157.00",$679.64," 2,819 "
PBI,No,9/2/2015,10/23/2015,Eversource Energy,Hartford,Manchester,06040,Sunrun,Sunrun,Lease,6.88,"$16,292.00","$2,144.50"," 7,829 "
PBI,No,9/2/2015,10/9/2015,Eversource Energy,New Haven,Prospect,06712,Sunrun,Sunrun,Lease,7.43,"$19,344.00","$2,154.11"," 8,456 "
PBI,No,9/3/2015,4/28/2016,United Illuminating,Fairfield,Bridgeport,06606,Direct Energy Solar,CT Solar Lease II,CT Solar Lease,7.95,"$29,415.00","$2,818.10"," 9,053 "
PBI,No,9/3/2015,12/31/2015,United Illuminating,New Haven,North Haven,06473,RGS Energy,CT Solar Lease II,CT Solar Lease,10.71,"$46,017.01","$4,043.63"," 12,197 "
PBI,No,9/3/2015,10/21/2015,Eversource Energy,New Haven,Guilford,06437,RGS Energy,CT Solar Lease II,CT Solar Lease,8.85,"$38,511.58","$3,356.91"," 10,073 "
PBI,No,9/3/2015,12/14/2015,United Illuminating,New Haven,Milford,06460,RGS Energy,CT Solar Lease II,CT Solar Lease,3.57,"$15,925.00","$1,385.53"," 4,066 "
PBI,No,9/3/2015,1/7/2016,Eversource Energy,Fairfield,Danbury,06810,Trinity Solar,CT Solar Lease II,CT Solar Lease,5.72,"$17,925.00","$1,640.57"," 6,514 "
PBI,No,9/3/2015,11/20/2015,Eversource Energy,Windham,Scotland,06264,Direct Energy Solar,CT Solar Lease II,CT Solar Lease,10.60,"$42,147.21","$4,310.17"," 12,071 "
PBI,No,9/3/2015,12/2/2015,Eversource Energy,New Haven,Waterbury,06704,Trinity Solar,CT Solar Lease II,CT Solar Lease,5.98,"$23,062.00","$2,281.50"," 6,810 "
EPBB,No,9/4/2015,9/17/2015,United Illuminating,Fairfield,Fairfield,06825,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,5.98,"$20,332.00","$2,856.00"," 6,810 "
PBI,No,9/4/2015,12/17/2015,Eversource Energy,Tolland,Willington,06279,SolarCity,SolarCity,PPA,6.24,"$32,760.00","$2,516.35"," 7,106 "
EPBB,No,9/4/2015,10/7/2015,Eversource Energy,New London,Voluntown,06384,SolarCity,Does Not Apply,Other Homeowner Purchase,8.96,"$47,040.00","$3,252.00"," 10,204 "
PBI,No,9/4/2015,12/2/2015,Eversource Energy,Hartford,South Windsor,06074,Trinity Solar,CT Solar Lease II,CT Solar Lease,10.14,"$38,961.00","$3,630.85"," 11,547 "
PBI,No,9/4/2015,4/25/2016,Eversource Energy,New London,Voluntown,06384,Direct Energy Solar,CT Solar Lease II,CT Solar Lease,9.54,"$32,390.00","$3,006.88"," 10,864 "
PBI,No,9/4/2015,1/11/2016,Eversource Energy,Tolland,Willington,06279,RGS Energy,CT Solar Lease II,CT Solar Lease,6.10,"$26,198.00","$2,358.94"," 6,947 "
PBI,No,9/4/2015,11/10/2015,Eversource Energy,New Haven,Bethany,06524,Trinity Solar,CT Solar Lease II,CT Solar Lease,10.66,"$33,452.00","$3,495.47"," 12,140 "
PBI,No,9/8/2015,11/13/2015,Eversource Energy,New Haven,Oxford,06478,Sunlight Solar Energy,CT Solar Lease II,CT Solar Lease,10.07,"$36,536.00","$3,760.90"," 11,462 "
PBI,No,9/8/2015,1/8/2016,Eversource Energy,Fairfield,Bethel,06801,Sunrun,Sunrun,Lease,5.20,"$14,529.00","$1,838.32"," 5,922 "
PBI,Yes,9/8/2015,12/8/2015,Eversource Energy,Tolland,Mansfield,06268,Tuscany Design Build,CT Solar Lease II,CT Solar Lease,10.85,"$45,800.00","$3,359.50"," 12,356 "
EPBB,Yes,9/8/2015,10/13/2015,Eversource Energy,Tolland,Hebron,06248,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,12.04,"$43,103.00","$4,208.00"," 13,711 "
EPBB,No,9/8/2015,10/16/2015,Eversource Energy,Fairfield,Danbury,06810,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,9.30,"$30,474.00","$4,575.00"," 10,591 "
EPBB,No,9/9/2015,12/22/2014,Eversource Energy,Litchfield,Bethlehem,06751,Ross Solar,Does Not Apply,Other Homeowner Purchase,6.54,"$30,411.00","$7,023.00"," 7,448 "
PBI,No,9/9/2015,5/10/2016,United Illuminating,New Haven,Hamden,06514,SolarCity,SolarCity,PPA,6.76,"$35,490.00","$2,187.46"," 7,698 "
PBI,No,9/9/2015,4/19/2016,United Illuminating,Fairfield,Bridgeport,06601,Sunrun,Sunrun,Lease,5.87,"$14,862.00","$1,863.27"," 6,679 "
PBI,No,9/9/2015,10/9/2015,Eversource Energy,New Haven,Cheshire,06410,SolarCity,SolarCity,PPA,9.36,"$20,475.00","$3,061.26"," 10,659 "
PBI,No,9/9/2015,4/8/2016,United Illuminating,New Haven,North Haven,06473,Aegis Electrical Systems,CT Solar Lease II,CT Solar Lease,6.41,"$26,260.50","$2,772.22"," 7,294 "
PBI,No,9/9/2015,12/18/2015,United Illuminating,Fairfield,Trumbull,06611,SolarCity,SolarCity,PPA,9.36,"$49,140.00","$3,308.31"," 10,659 "
PBI,No,9/9/2015,1/20/2016,Eversource Energy,Hartford,Simsbury,06070,C-TEC Solar,CT Solar Lease II,CT Solar Lease,4.25,"$17,190.00","$1,433.92"," 4,840 "
PBI,No,9/9/2015,12/9/2015,United Illuminating,Fairfield,Shelton,06484,Trinity Solar,CT Solar Lease II,CT Solar Lease,5.72,"$23,748.00","$2,567.42"," 6,514 "
PBI,No,9/9/2015,1/28/2016,United Illuminating,New Haven,Hamden,06511,C-TEC Solar,CT Solar Lease II,CT Solar Lease,3.00,"$14,695.00","$1,342.14"," 3,416 "
PBI,No,9/9/2015,2/11/2016,United Illuminating,New Haven,North Haven,06473,BeFree Green Energy,CT Solar Lease II,CT Solar Lease,10.92,"$40,950.00","$5,017.70"," 12,436 "
PBI,No,9/9/2015,1/12/2016,United Illuminating,New Haven,East Haven,06512,SolarCity,SolarCity,PPA,8.32,"$43,680.00","$3,038.26"," 9,475 "
PBI,No,9/9/2015,6/1/2016,United Illuminating,New Haven,Hamden,06511,Aegis Electrical Systems,CT Solar Lease II,CT Solar Lease,4.00,"$17,240.00","$1,355.13"," 4,555 "
PBI,No,9/9/2015,11/25/2015,Eversource Energy,New London,Ledyard,06339,SolarCity,SolarCity,PPA,6.50,"$34,125.00","$2,217.13"," 7,402 "
PBI,Yes,9/9/2015,3/16/2016,United Illuminating,Fairfield,Stratford,06614,Encon,CT Solar Lease II,CT Solar Lease,9.76,"$39,430.40","$3,092.96"," 11,115 "
PBI,No,9/9/2015,11/6/2015,Eversource Energy,Windham,Brooklyn,06234,SolarCity,SolarCity,PPA,8.58,"$45,045.00","$2,755.03"," 9,771 "
PBI,No,9/9/2015,11/13/2015,Eversource Energy,New London,Colchester,06415,SolarCity,SolarCity,PPA,9.36,"$49,140.00","$3,472.15"," 10,659 "
EPBB,No,9/9/2015,10/21/2015,Eversource Energy,Fairfield,Brookfield,06804,SolarCity,Does Not Apply,Other Homeowner Purchase,13.26,"$69,615.00","$6,226.00"," 15,100 "
PBI,No,9/9/2015,1/25/2016,United Illuminating,New Haven,Milford,06460,SolarCity,SolarCity,PPA,3.64,"$19,110.00","$1,238.98"," 4,145 "
PBI,No,9/9/2015,3/1/2016,United Illuminating,New Haven,North Haven,06473,SolarCity,SolarCity,PPA,8.32,"$45,045.00","$2,856.82"," 9,475 "
PBI,No,9/9/2015,11/24/2015,Eversource Energy,Windham,Windham,06226,SolarCity,SolarCity,PPA,15.34,"$80,535.00","$4,644.86"," 17,469 "
PBI,No,9/9/2015,1/8/2016,Eversource Energy,Litchfield,Colebrook,06021,SolarCity,SolarCity,PPA,13.00,"$57,330.00","$3,765.53"," 14,804 "
PBI,No,9/9/2015,11/5/2015,Eversource Energy,Fairfield,Ridgefield,06877,SolarCity,SolarCity,PPA,11.96,"$45,045.00","$3,413.56"," 13,620 "
PBI,No,9/9/2015,11/25/2015,Eversource Energy,New Haven,Waterbury,06708,SolarCity,SolarCity,PPA,8.32,"$43,680.00","$2,575.53"," 9,475 "
PBI,No,9/9/2015,4/5/2016,United Illuminating,Fairfield,Stratford,06615,SolarCity,SolarCity,PPA,6.10,"$31,998.75","$1,788.70"," 6,941 "
PBI,No,9/9/2015,2/25/2016,United Illuminating,New Haven,New Haven,06501,SolarCity,SolarCity,PPA,4.16,"$21,840.00","$1,350.65"," 4,737 "
PBI,No,9/9/2015,1/6/2016,Eversource Energy,New Haven,Oxford,06478,SolarCity,SolarCity,PPA,15.86,"$83,265.00","$5,806.40"," 18,061 "
PBI,No,9/9/2015,1/13/2016,United Illuminating,New Haven,Milford,06461,SolarCity,SolarCity,PPA,6.10,"$31,998.75","$1,741.66"," 6,941 "
PBI,No,9/9/2015,12/9/2015,Eversource Energy,Hartford,Enfield,06082,C-TEC Solar,CT Solar Lease II,CT Solar Lease,6.00,"$27,220.00","$1,940.71"," 6,833 "
PBI,No,9/9/2015,12/14/2015,Eversource Energy,Hartford,South Windsor,06074,C-TEC Solar,CT Solar Lease II,CT Solar Lease,8.10,"$31,958.44","$3,042.41"," 9,224 "
PBI,No,9/9/2015,10/28/2015,Eversource Energy,Middlesex,Middletown,06457,SolarCity,SolarCity,PPA,6.24,"$32,760.00","$2,045.03"," 7,106 "
PBI,No,9/9/2015,12/14/2015,Eversource Energy,Hartford,Windsor,06006,C-TEC Solar,CT Solar Lease II,CT Solar Lease,5.00,"$19,463.00","$1,920.83"," 5,694 "
EPBB,No,9/9/2015,4/28/2016,United Illuminating,Fairfield,Trumbull,06611,SolarCity,SolarCity,Other Homeowner Purchase,7.84,"$41,160.00","$2,655.00"," 8,928 "
PBI,No,9/9/2015,11/2/2015,Eversource Energy,Hartford,New Britain,06053,SolarCity,SolarCity,PPA,3.90,"$20,475.00",$889.54," 4,441 "
EPBB,No,9/9/2015,10/9/2015,Eversource Energy,New London,Salem,06420,SolarCity,SolarCity,Other Homeowner Purchase,5.98,"$31,395.00","$2,941.00"," 6,810 "
PBI,No,9/9/2015,12/1/2015,Eversource Energy,New London,Ledyard,06339,SolarCity,SolarCity,PPA,12.48,"$65,520.00","$3,247.18"," 14,212 "
EPBB,No,9/9/2015,10/2/2015,Eversource Energy,Middlesex,Clinton,06413,SolarCity,SolarCity,Other Homeowner Purchase,8.06,"$42,315.00","$3,913.00"," 9,179 "
PBI,No,9/9/2015,11/30/2015,Eversource Energy,Litchfield,New Milford,06776,Direct Energy Solar,CT Solar Lease II,CT Solar Lease,7.54,"$28,660.00","$2,710.91"," 8,587 "
PBI,No,9/9/2015,12/14/2015,United Illuminating,New Haven,West Haven,06516,Boston Solar,CT Solar Lease II,CT Solar Lease,9.52,"$31,225.60","$3,826.66"," 10,841 "
PBI,No,9/9/2015,1/5/2016,Eversource Energy,Tolland,Coventry,06238,Direct Energy Solar,CT Solar Lease II,CT Solar Lease,10.80,"$38,420.00","$2,849.42"," 12,299 "
PBI,No,9/9/2015,1/8/2016,Eversource Energy,Tolland,Vernon,06066,Trinity Solar,CT Solar Lease II,CT Solar Lease,5.98,"$24,120.00","$2,247.86"," 6,810 "
EPBB,No,9/10/2015,10/8/2015,Eversource Energy,Middlesex,Haddam,06441,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,13.23,"$49,613.00","$6,133.00"," 15,066 "
PBI,No,9/10/2015,10/15/2015,Eversource Energy,Litchfield,Winchester,06098,SolarCity,SolarCity,PPA,2.08,"$10,920.00",$668.14," 2,369 "
PBI,No,9/10/2015,10/26/2015,Eversource Energy,Hartford,Wethersfield,06109,SolarCity,SolarCity,PPA,4.94,"$25,935.00","$1,741.01"," 5,626 "
PBI,No,9/10/2015,10/27/2015,Eversource Energy,Middlesex,Deep River,06417,SolarCity,SolarCity,PPA,6.76,"$35,490.00","$2,308.01"," 7,698 "
PBI,No,9/10/2015,11/6/2015,Eversource Energy,Hartford,East Hartford,06118,SolarCity,SolarCity,PPA,7.02,"$36,855.00","$2,405.32"," 7,994 "
PBI,No,9/10/2015,Pending,United Illuminating,Fairfield,Bridgeport,06604,SolarCity,SolarCity,PPA,3.18,"$12,521.25",$921.89," 3,621 "
