"Town","FIPS","Year","Measure Type","Variable","Value"
"Union","0901377830","2006-2010","Ratio to State Median","Median Home Value",0.87
"Union","0901377830","2006-2010","Ratio to State Median","Margins of Error",0.1
"Union","0901377830","2007-2011","Number","Median Home Value",267600
"Union","0901377830","2007-2011","Number","Margins of Error",26265
"Union","0901377830","2007-2011","Ratio to State Median","Median Home Value",0.91
"Union","0901377830","2007-2011","Ratio to State Median","Margins of Error",0.09
"Union","0901377830","2008-2012","Number","Median Home Value",270500
"Union","0901377830","2008-2012","Number","Margins of Error",25135
"Union","0901377830","2008-2012","Ratio to State Median","Median Home Value",0.95
"Union","0901377830","2008-2012","Ratio to State Median","Margins of Error",0.09
"Union","0901377830","2009-2013","Number","Median Home Value",262700
"Union","0901377830","2009-2013","Number","Margins of Error",28973
"Union","0901377830","2009-2013","Ratio to State Median","Median Home Value",0.94
"Union","0901377830","2009-2013","Ratio to State Median","Margins of Error",0.1
"Union","0901377830","2010-2014","Number","Median Home Value",267800
"Union","0901377830","2010-2014","Number","Margins of Error",29178
"Union","0901377830","2010-2014","Ratio to State Median","Median Home Value",0.98
"Union","0901377830","2010-2014","Ratio to State Median","Margins of Error",0.11
"Union","0901377830","2011-2015","Number","Median Home Value",274600
"Union","0901377830","2011-2015","Number","Margins of Error",24868
"Union","0901377830","2011-2015","Ratio to State Median","Median Home Value",1.02
"Union","0901377830","2011-2015","Ratio to State Median","Margins of Error",0.09
"Union","0901377830","2012-2016","Number","Median Home Value",275000
"Union","0901377830","2012-2016","Number","Margins of Error",20836
"Union","0901377830","2012-2016","Ratio to State Median","Median Home Value",1.02
"Union","0901377830","2012-2016","Ratio to State Median","Margins of Error",0.08
"Union","0901377830","2013-2017","Number","Median Home Value",292100
"Union","0901377830","2013-2017","Number","Margins of Error",21940
"Union","0901377830","2013-2017","Ratio to State Median","Median Home Value",1.08
"Union","0901377830","2013-2017","Ratio to State Median","Margins of Error",0.08
"Vernon","0901378250","2006-2010","Number","Median Home Value",221700
"Vernon","0901378250","2006-2010","Number","Margins of Error",5530
"Vernon","0901378250","2006-2010","Ratio to State Median","Median Home Value",0.75
"Vernon","0901378250","2006-2010","Ratio to State Median","Margins of Error",0.02
"Vernon","0901378250","2007-2011","Number","Median Home Value",220500
"Vernon","0901378250","2007-2011","Number","Margins of Error",4692
"Vernon","0901378250","2007-2011","Ratio to State Median","Median Home Value",0.75
"Vernon","0901378250","2007-2011","Ratio to State Median","Margins of Error",0.02
"Vernon","0901378250","2008-2012","Number","Median Home Value",215400
"Vernon","0901378250","2008-2012","Number","Margins of Error",6702
"Vernon","0901378250","2008-2012","Ratio to State Median","Median Home Value",0.75
"Vernon","0901378250","2008-2012","Ratio to State Median","Margins of Error",0.02
"Vernon","0901378250","2009-2013","Number","Median Home Value",215500
"Vernon","0901378250","2009-2013","Number","Margins of Error",6614
"Vernon","0901378250","2009-2013","Ratio to State Median","Median Home Value",0.77
"Vernon","0901378250","2009-2013","Ratio to State Median","Margins of Error",0.02
"Vernon","0901378250","2010-2014","Number","Median Home Value",207700
"Vernon","0901378250","2010-2014","Number","Margins of Error",6497
"Vernon","0901378250","2010-2014","Ratio to State Median","Median Home Value",0.76
"Vernon","0901378250","2010-2014","Ratio to State Median","Margins of Error",0.02
"Vernon","0901378250","2011-2015","Number","Median Home Value",206000
"Vernon","0901378250","2011-2015","Number","Margins of Error",6592
"Vernon","0901378250","2011-2015","Ratio to State Median","Median Home Value",0.76
"Vernon","0901378250","2011-2015","Ratio to State Median","Margins of Error",0.02
"Vernon","0901378250","2012-2016","Number","Median Home Value",205900
"Vernon","0901378250","2012-2016","Number","Margins of Error",6947
"Vernon","0901378250","2012-2016","Ratio to State Median","Median Home Value",0.76
"Vernon","0901378250","2012-2016","Ratio to State Median","Margins of Error",0.03
"Vernon","0901378250","2013-2017","Number","Median Home Value",207600
"Vernon","0901378250","2013-2017","Number","Margins of Error",7245
"Vernon","0901378250","2013-2017","Ratio to State Median","Median Home Value",0.77
"Vernon","0901378250","2013-2017","Ratio to State Median","Margins of Error",0.03
"Voluntown","0901178600","2006-2010","Number","Median Home Value",279400
"Voluntown","0901178600","2006-2010","Number","Margins of Error",10175
"Voluntown","0901178600","2006-2010","Ratio to State Median","Median Home Value",0.94
"Voluntown","0901178600","2006-2010","Ratio to State Median","Margins of Error",0.03
"Voluntown","0901178600","2007-2011","Number","Median Home Value",263100
"Voluntown","0901178600","2007-2011","Number","Margins of Error",14281
"Voluntown","0901178600","2007-2011","Ratio to State Median","Median Home Value",0.9
"Voluntown","0901178600","2007-2011","Ratio to State Median","Margins of Error",0.05
"Voluntown","0901178600","2008-2012","Number","Median Home Value",245500
"Voluntown","0901178600","2008-2012","Number","Margins of Error",14635
"Voluntown","0901178600","2008-2012","Ratio to State Median","Median Home Value",0.86
"Voluntown","0901178600","2008-2012","Ratio to State Median","Margins of Error",0.05
"Voluntown","0901178600","2009-2013","Number","Median Home Value",239600
"Voluntown","0901178600","2009-2013","Number","Margins of Error",12972
"Voluntown","0901178600","2009-2013","Ratio to State Median","Median Home Value",0.86
"Voluntown","0901178600","2009-2013","Ratio to State Median","Margins of Error",0.05
"Voluntown","0901178600","2010-2014","Number","Median Home Value",238200
"Voluntown","0901178600","2010-2014","Number","Margins of Error",13477
"Voluntown","0901178600","2010-2014","Ratio to State Median","Median Home Value",0.87
"Voluntown","0901178600","2010-2014","Ratio to State Median","Margins of Error",0.05
"Voluntown","0901178600","2011-2015","Number","Median Home Value",229000
"Voluntown","0901178600","2011-2015","Number","Margins of Error",11750
"Voluntown","0901178600","2011-2015","Ratio to State Median","Median Home Value",0.85
"Voluntown","0901178600","2011-2015","Ratio to State Median","Margins of Error",0.04
"Voluntown","0901178600","2012-2016","Number","Median Home Value",229100
"Voluntown","0901178600","2012-2016","Number","Margins of Error",15224
"Voluntown","0901178600","2012-2016","Ratio to State Median","Median Home Value",0.85
"Voluntown","0901178600","2012-2016","Ratio to State Median","Margins of Error",0.06
"Voluntown","0901178600","2013-2017","Number","Median Home Value",227400
"Voluntown","0901178600","2013-2017","Number","Margins of Error",16798
"Voluntown","0901178600","2013-2017","Ratio to State Median","Median Home Value",0.84
"Voluntown","0901178600","2013-2017","Ratio to State Median","Margins of Error",0.06
"Wallingford","0900978740","2006-2010","Number","Median Home Value",279100
"Wallingford","0900978740","2006-2010","Number","Margins of Error",5239
"Wallingford","0900978740","2006-2010","Ratio to State Median","Median Home Value",0.94
"Wallingford","0900978740","2006-2010","Ratio to State Median","Margins of Error",0.02
"Wallingford","0900978740","2007-2011","Number","Median Home Value",279200
"Wallingford","0900978740","2007-2011","Number","Margins of Error",5343
"Wallingford","0900978740","2007-2011","Ratio to State Median","Median Home Value",0.95
"Wallingford","0900978740","2007-2011","Ratio to State Median","Margins of Error",0.02
"Wallingford","0900978740","2008-2012","Number","Median Home Value",274100
"Wallingford","0900978740","2008-2012","Number","Margins of Error",5902
"Wallingford","0900978740","2008-2012","Ratio to State Median","Median Home Value",0.96
"Wallingford","0900978740","2008-2012","Ratio to State Median","Margins of Error",0.02
"Wallingford","0900978740","2009-2013","Number","Median Home Value",269800
"Wallingford","0900978740","2009-2013","Number","Margins of Error",5786
"Wallingford","0900978740","2009-2013","Ratio to State Median","Median Home Value",0.97
"Wallingford","0900978740","2009-2013","Ratio to State Median","Margins of Error",0.02
"Wallingford","0900978740","2010-2014","Number","Median Home Value",265800
"Wallingford","0900978740","2010-2014","Number","Margins of Error",5836
"Wallingford","0900978740","2010-2014","Ratio to State Median","Median Home Value",0.97
"Wallingford","0900978740","2010-2014","Ratio to State Median","Margins of Error",0.02
"Wallingford","0900978740","2011-2015","Number","Median Home Value",262700
"Wallingford","0900978740","2011-2015","Number","Margins of Error",5790
"Wallingford","0900978740","2011-2015","Ratio to State Median","Median Home Value",0.97
"Wallingford","0900978740","2011-2015","Ratio to State Median","Margins of Error",0.02
"Wallingford","0900978740","2012-2016","Number","Median Home Value",264800
"Wallingford","0900978740","2012-2016","Number","Margins of Error",6018
"Wallingford","0900978740","2012-2016","Ratio to State Median","Median Home Value",0.98
"Wallingford","0900978740","2012-2016","Ratio to State Median","Margins of Error",0.02
"Wallingford","0900978740","2013-2017","Number","Median Home Value",266100
"Wallingford","0900978740","2013-2017","Number","Margins of Error",6018
"Wallingford","0900978740","2013-2017","Ratio to State Median","Median Home Value",0.99
"Wallingford","0900978740","2013-2017","Ratio to State Median","Margins of Error",0.02
"Warren","0900579510","2006-2010","Number","Median Home Value",388100
"Warren","0900579510","2006-2010","Number","Margins of Error",24975
"Warren","0900579510","2006-2010","Ratio to State Median","Median Home Value",1.31
"Warren","0900579510","2006-2010","Ratio to State Median","Margins of Error",0.08
"Warren","0900579510","2007-2011","Number","Median Home Value",388300
"Warren","0900579510","2007-2011","Number","Margins of Error",22260
"Warren","0900579510","2007-2011","Ratio to State Median","Median Home Value",1.32
"Warren","0900579510","2007-2011","Ratio to State Median","Margins of Error",0.08
"Warren","0900579510","2008-2012","Number","Median Home Value",386200
"Warren","0900579510","2008-2012","Number","Margins of Error",23631
"Warren","0900579510","2008-2012","Ratio to State Median","Median Home Value",1.35
"Warren","0900579510","2008-2012","Ratio to State Median","Margins of Error",0.08
"Warren","0900579510","2009-2013","Number","Median Home Value",373800
"Warren","0900579510","2009-2013","Number","Margins of Error",22868
"Warren","0900579510","2009-2013","Ratio to State Median","Median Home Value",1.34
"Warren","0900579510","2009-2013","Ratio to State Median","Margins of Error",0.08
"Warren","0900579510","2010-2014","Number","Median Home Value",358800
"Warren","0900579510","2010-2014","Number","Margins of Error",23752
"Warren","0900579510","2010-2014","Ratio to State Median","Median Home Value",1.31
"Warren","0900579510","2010-2014","Ratio to State Median","Margins of Error",0.09
"Warren","0900579510","2011-2015","Number","Median Home Value",378100
"Warren","0900579510","2011-2015","Number","Margins of Error",22040
"Warren","0900579510","2011-2015","Ratio to State Median","Median Home Value",1.4
"Warren","0900579510","2011-2015","Ratio to State Median","Margins of Error",0.08
"Warren","0900579510","2012-2016","Number","Median Home Value",371000
"Warren","0900579510","2012-2016","Number","Margins of Error",24360
"Warren","0900579510","2012-2016","Ratio to State Median","Median Home Value",1.38
"Warren","0900579510","2012-2016","Ratio to State Median","Margins of Error",0.09
"Warren","0900579510","2013-2017","Number","Median Home Value",368500
"Warren","0900579510","2013-2017","Number","Margins of Error",20918
"Warren","0900579510","2013-2017","Ratio to State Median","Median Home Value",1.36
"Warren","0900579510","2013-2017","Ratio to State Median","Margins of Error",0.08
"Washington","0900579720","2006-2010","Number","Median Home Value",534900
"Washington","0900579720","2006-2010","Number","Margins of Error",63880
"Washington","0900579720","2006-2010","Ratio to State Median","Median Home Value",1.8
"Washington","0900579720","2006-2010","Ratio to State Median","Margins of Error",0.22
