station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
BDL,1/21/2019 17:35,-72.6825,41.9381,M,M,M,M,12,M,29.93,M,10,M,OVC,M,M,M,6000,M,M,M,M,M,M,M,M,M,M,M,KBDL 211735Z AUTO ///12KT 10SM OVC060 M18/M26 A2993 RMK T11801260 MADISHF
BDL,1/21/2019 17:40,-72.6825,41.9381,M,M,M,320,10,M,29.92,M,10,M,OVC,M,M,M,6000,M,M,M,M,M,M,M,M,M,M,M,KBDL 211740Z AUTO 32010KT 10SM OVC060 M18/M26 A2992 RMK T11801260 MADISHF
BDL,1/21/2019 17:45,-72.6825,41.9381,M,M,M,310,14,M,29.92,M,10,M,OVC,M,M,M,6000,M,M,M,M,M,M,M,M,M,M,M,KBDL 211745Z AUTO 31014KT 10SM OVC060 M18/M25 A2992 RMK T11801250 MADISHF
BDL,1/21/2019 17:50,-72.6825,41.9381,M,M,M,330,12,M,29.92,M,10,M,FEW,OVC,M,M,3999,6000,M,M,M,M,M,M,M,M,M,M,KBDL 211750Z AUTO 33012KT 10SM FEW039 OVC060 M17/M25 A2992 RMK T11701250  4/006 MADISHF
BDL,1/21/2019 17:51,-72.6825,41.9381,1,-13,50.82,330,11,0,29.92,1013.7,10,21,FEW,OVC,M,M,4000,6000,M,M,M,M,M,M,M,M,M,-16.71,KBDL 211751Z 33011G21KT 10SM FEW040 OVC060 M17/M25 A2992 RMK AO2 SLP137 4/006 60000 T11721250 11172 21200 58002 $
BDL,1/21/2019 17:55,-72.6825,41.9381,M,M,M,330,10,M,29.92,M,10,M,OVC,M,M,M,6000,M,M,M,M,M,M,M,M,M,M,M,KBDL 211755Z AUTO 33010KT 10SM OVC060 M17/M25 A2992 RMK T11701250 MADISHF
BDL,1/21/2019 18:00,-72.6825,41.9381,M,M,M,310,12,M,29.92,M,10,19,OVC,M,M,M,6000,M,M,M,M,M,M,M,M,M,M,M,KBDL 211800Z AUTO 31012G19KT 10SM OVC060 M17/M25 A2992 RMK T11701250 MADISHF
BDL,1/21/2019 18:05,-72.6825,41.9381,M,M,M,330,9,M,29.92,M,10,M,BKN,OVC,M,M,6000,7500,M,M,M,M,M,M,M,M,M,M,KBDL 211805Z AUTO 33009KT 10SM BKN060 OVC075 M17/M25 A2992 RMK T11701250 MADISHF
BDL,1/21/2019 18:10,-72.6825,41.9381,M,M,M,340,10,M,29.92,M,10,M,BKN,OVC,M,M,6000,7500,M,M,M,M,M,M,M,M,M,M,KBDL 211810Z AUTO 34010KT 10SM BKN060 OVC075 M17/M25 A2992 RMK T11701250 MADISHF
BDL,1/21/2019 18:15,-72.6825,41.9381,M,M,M,320,7,M,29.92,M,10,M,OVC,M,M,M,6000,M,M,M,M,M,M,M,M,M,M,M,KBDL 211815Z AUTO 32007KT 10SM OVC060 M17/M24 A2992 RMK T11701240 MADISHF
BDL,1/21/2019 18:20,-72.6825,41.9381,M,M,M,340,10,M,29.92,M,10,15,OVC,M,M,M,6500,M,M,M,M,M,M,M,M,M,M,M,KBDL 211820Z AUTO 34010G15KT 10SM OVC065 M17/M25 A2992 RMK T11701250 MADISHF
BDL,1/21/2019 18:25,-72.6825,41.9381,M,M,M,330,12,M,29.92,M,10,M,OVC,M,M,M,6500,M,M,M,M,M,M,M,M,M,M,M,KBDL 211825Z AUTO 33012KT 10SM OVC065 M17/M24 A2992 RMK T11701240 MADISHF
BDL,1/21/2019 18:30,-72.6825,41.9381,M,M,M,310,10,M,29.93,M,10,15,OVC,M,M,M,6500,M,M,M,M,M,M,M,M,M,M,M,KBDL 211830Z AUTO 31010G15KT 10SM OVC065 M17/M24 A2993 RMK T11701240 MADISHF
BDL,1/21/2019 18:35,-72.6825,41.9381,M,M,M,330,11,M,29.93,M,10,M,OVC,M,M,M,6500,M,M,M,M,M,M,M,M,M,M,M,KBDL 211835Z AUTO 33011KT 10SM OVC065 M17/M24 A2993 RMK T11701240 MADISHF
BDL,1/21/2019 18:40,-72.6825,41.9381,M,M,M,330,11,M,29.93,M,10,18,OVC,M,M,M,7000,M,M,M,M,M,M,M,M,M,M,M,KBDL 211840Z AUTO 33011G18KT 10SM OVC070 M17/M24 A2993 RMK T11701240 MADISHF
BDL,1/21/2019 18:45,-72.6825,41.9381,M,M,M,340,10,M,29.93,M,10,15,OVC,M,M,M,7000,M,M,M,M,M,M,M,M,M,M,M,KBDL 211845Z AUTO 34010G15KT 10SM OVC070 M17/M24 A2993 RMK T11701240 MADISHF
